"Nome","Denominação","Pastor","Endereço","Bairro","Cidade","Estado","Telefone","Email","Latitude","Longitude","Observações","Cadastrado em","Cadastrado por"
"IFAD","Igreja evangélica","","R. Jefe, 460","","Guarulhos","SP","","","-23.4111498","-46.4499124","Avaliação 5,0(11)","24/03/2026","Importação PDF"
"Igreja Evangelica Pentecostal a Voz de Deus","Igreja Evangelica Pentecostal","","R. Pedro Avelino, 47","","Guarulhos","SP","","","-23.403266","-46.4560904","Avaliação 4,3(8)","24/03/2026","Importação PDF"
"OBRA EM RESTAURAÇÃO EM GUARULHOS","Igreja evangélica","","R. Angicos, 216","","Guarulhos","SP","","","-23.403594","-46.4554783","Uma Igreja Abençoada Que segue palavra de Deus a risca. Abre sáb. às 18:00.","24/03/2026","Importação PDF"
"Tabernaculo Jesus Cristo","Igreja Pentecostal","","R. Antônio Alves dos Santos, n.113","","Guarulhos","SP","(11) 96518-1614","","-23.4129025","-46.4512703","Igreja muita boa as pessoas são muito solidaria.","24/03/2026","Importação PDF"
"Igreja Pentencostal Avivamento Com A Palavra","Igreja Pentecostal","","R. Afonso Bezerra","","Guarulhos","SP","","","-23.4028178","-46.4536411","Avaliação 4,0(6)","24/03/2026","Importação PDF"
"Igreja evangélica assembléia de Deus Min Campo Carapicuíba","Igreja gospel","","Av. Lagedao, 246-252","","Guarulhos","SP","","","-23.4675941","-46.5277704","Min Campo Carapicuíba","24/03/2026","Importação PDF"
"Igreja Evangélica Assembléia De Deus Ministério Voz Do Criador","Instituição religiosa","","Estr. do Saboó, 860","Saboó","Guarulhos","SP","","","-23.4658038","-46.5226692","","24/03/2026","Importação PDF"
"Igreja Evangélica Jesus Cristo Porta Forte Min Tempo Forte","Igreja gospel","","R. Ouro Preto, 647","","Guarulhos","SP","","","-23.4675941","-46.5277704","Avaliação 5,0(1)","24/03/2026","Importação PDF"
"Igreja Evangélica Luz e Vida","Igreja gospel","","R. Armazém, 205","","Guarulhos","SP","","","-23.4256864","-46.5142093","Fechado · Abre qua. às 15:00","24/03/2026","Importação PDF"
"Igreja União Pentecostal","Igreja Pentecostal","","Av. Florianópolis, 740-912","Jardim São João","Guarulhos","SP","","","-23.4105747","-46.4593168","O melhor lugar que já fui.","24/03/2026","Importação PDF"
"Igreja Renascer em Cristo Jardim São João","Igreja Renascer em Cristo","","Av. Florianópolis, 564","Jardim São João","Guarulhos","SP","","","-23.4093252","-46.4541347","Igreja maravilhosa unção sem limites. Abre às 20:00","24/03/2026","Importação PDF"
"Igreja Evangélica Assembleia De Deus Ministerio Bonsucesso","Igreja Pentecostal Assembleia De Deus","","R. José Carlos Lourenço, 1-83","Bonsucesso","Guarulhos","SP","","","-23.395284","-46.4517321","Ministerio Bonsucesso","24/03/2026","Importação PDF"
"Bola de Neve Church São João","Bola de Neve Church","","R. São Bento Trairí, 462","São João","Guarulhos","SP","(11) 96665-2823","","-23.4072477","-46.4573454","Onde Cristo se faz presente.","24/03/2026","Importação PDF"
"MGA Ministério Geração Avivah Sede","MGA Ministério Geração Avivah","","Av. Bom Jesus, 370","São João","Guarulhos","SP","","","-23.4099632","-46.4578996","Sem palavras melhor lugar é aki q eu me sinto muito bem","24/03/2026","Importação PDF"
"Assembleia de Deus Novo Testamento","Igreja cristã","","R. Mário de Paiva Simões, 14","São João","Guarulhos","SP","(11) 94682-2170","","-23.4057427","-46.4562106","Aos domingos cheguem ás 18:30 pq o Templo fica muito cheio","24/03/2026","Importação PDF"
"Igreja da Graça - IIGD SÃO JOÃO","IIGD","","Estr. do Saboó, 21","São João","Guarulhos","SP","(11) 5050-6118","","-23.3965385","-46.4557065","Lugar de paz, muita palavra e unção.","24/03/2026","Importação PDF"
"I.E.P. Adoradores Do Altíssimo","I.E.P. (Evangélica Pentecostal)","","Estr. do Saboó, 54","São João","Guarulhos","SP","","","-23.3965385","-46.4557065","Instituição religiosa","24/03/2026","Importação PDF"
"Igreja Evangélica Pentecostal Nação De Avivamento","Evangélica Pentecostal","","Estr. do Saboó, 876","São João","Guarulhos","SP","","","-23.3298797","-46.441637","Instituição religiosa","24/03/2026","Importação PDF"
"Igreja Evangélica Pentecostal Sonhos De Deus","Evangélica Pentecostal","","R. São Bento Trairí, 223","São João","Guarulhos","SP","","","-23.4072477","-46.4573454","Instituição religiosa","24/03/2026","Importação PDF"
"Igreja Evangélica Assembleia De Deus Vitória","Evangélica Assembleia De Deus","","R. Bom Jesus, 99","São João","Guarulhos","SP","","","-23.4681223","-46.5187817","Instituição religiosa","24/03/2026","Importação PDF"
"Igreja Evangelica Pentecostal Águas Que Curam","Evangelica Pentecostal","","R. São Jomé, 346","São João","Guarulhos","SP","","","-23.4075719","-46.4537778","Instituição religiosa","24/03/2026","Importação PDF"
"Igreja Ministério Conhecereis a Verdade e a Verdade Vós Libertará","Igreja Pentecostal","","Av. Montanhas, 569","São João","Guarulhos","SP","(11) 94651-9245","","-23.4075719","-46.4537778","Ministério Conhecereis a Verdade","24/03/2026","Importação PDF"
"Igreja Evangélica Obra De Restauração Em Guarulhos","Evangélica","","R. Ivan Edmundo Scarameli, 340","São João","Guarulhos","SP","","","-23.4075719","-46.4537778","Instituição religiosa","24/03/2026","Importação PDF"
"Igreja Evangėlica Rei Jesus","Evangėlica","","R. Taipu, 147","São João","Guarulhos","SP","","","-23.4099711","-46.4586859","Instituição religiosa","24/03/2026","Importação PDF"
"Nasci pra Deus - São João","Independente","","Rua do Monumento, 3410","Jardim Lenize","Guarulhos","SP","","","-23.428243","-46.4342746","Ótimo lugar para adorar a Deus, venha participar da presença de Deus","24/03/2026","Importação PDF"
"Missao Global ","Missão Global ","BP Ivan ","Alameda Santo Amaro, 688","Santo Amaro","São Paulo","SP","11961710266","pastorivanplenitude@gmail.com","-23.6586489","-46.7057647","","23/03/2026","Auto:Bispo Ivan / Guti"
"Igreja Reconciliação em Cristo","Igreja Reconciliação em Cristo","Pr. Igor","Rua Alzimar Vargas Batista, 334","Continental","Continental","SP","13-992113543","","-23.4317198","-46.5538319","","23/03/2026","Importação PDF"
"Igreja Reconciliação em Cristo","Igreja Reconciliação em Cristo","Pr. Igor","Av. Visconde de Cairu, 144","Ferrazópolis","Sao Bernado do Campo","SP","13-992113543","","-23.4538","-46.5333","","23/03/2026","Importação PDF"
"Igreja Pentecostal Ungida","Igreja Pentecostal Ungida","Pastor Jose G. Miranda","Av. Monte Alegre, 716","Soberana","Guarulhos","SP","11 960636751","","-23.4009231","-46.4436165","","23/03/2026","Importação PDF"
"Zele Church","","","Av. Jacu-Pêssego, 7639","Itaquera","São Paulo","SP","(11) 94076-2481","","-23.5386117","-46.4506914","CEP: 08290-250","23/03/2026","Importação PDF"
"Igreja Evangelica Pentecostal O Poder da Palavra","Igreja Evangelica Pentecostal","Pastor Richard","Rua Raimundo Palmas, 367","Parque Continental 1","Guarulhos","SP","","","-23.429809","-46.5528131","","21/03/2026","Importação PDF"
"Igreja Mesa","","","Av. Tiradentes, 1941","Cidade Maia","Guarulhos","SP","(11) 95054-2626","","-23.4614808","-46.5240026","CEP: 07113-001","21/03/2026","Importação PDF"
"Assembleia de Deus","Ministério Parque São Rafael ","Marco Lisboa ","Rua Poços de Caldas , 35","Jardim Nova América","Hortolândia ","SP"," 19 98290-9077","","-23.4538","-46.5333","","20/03/2026","Auto:Hortolandia - Adeildo"
"Assembleia de Deus Min Paulistana Litoral","Ass.de Deus paulistana ","Pr. Anderson ","Rua Nossa Senhora Aparecida, 178","Vila Zilda","Guarujá","SP","13981029863","andersonmeira301@gmail.com","-23.9701353","-46.2461654","","20/03/2026","Auto:Guarujá - Pr. Anderson"
"Igreja Ministério Profético Tetelestai","Ministério independente ","Pastor Uziel Rolim Machado ","Rua Rio de Janeiro, 262","Vila Nova","Cubatão","SP","13 99144-1502","uzielrolim9@gmail.com","-23.4538","-46.5333","","20/03/2026","Auto:Cubatão Dr. Daniel"
"Revivendo na palavra ","Assembleia de Deus ","Diego Pageu ","Paulo villar, 11","Padroeira","Osasco","SP","11954488209","diegopageudonascimento@gmail.com","-23.4538","-46.5333","","19/03/2026","Auto:Osasco - Pr. Diego"
"Igreja Assembleia de Deus Filadelfia","Assembleia de Deus Filadelfia","Pastor Eronildo Caetano","Av. Delfinopolis, 344","Cidade Serodio","Guarulhos","SP","11-99176 9384","","-23.415981","-46.4633226","CEP: 07150-010","19/03/2026","Importação PDF"
"Igreja Karisma","","Pastor Cleibson","Rua São Tiago,165","Jardim Cocaia","Guarulhos","SP","","","-23.4393913","-46.5208868","","19/03/2026","Importação PDF"
"Igreja Assembleia de Deus - Nosso Refugio","Assembleia de Deus","Apostolo Lailson","Rua Lençois Paulista, 311","Jardim Bela Vista","Guarulhos","SP","","","-23.4353985","-46.5156038","","19/03/2026","Importação PDF"
"Igreja Assembleia de Deus Parque São Rafael","Assembleia de Deus","","Rua Professor Ciro Formicola, 540","Parque São Rafael","Guarulhos","SP","","","-23.47271","-46.49988","CEP: 08311-240","19/03/2026","Importação PDF"
"Assembleia de Deus Ministerio Paulistana Litoral","Assembleia de Deus Ministerio Paulistana Litoral","Pastor Valmir","Rua Sebastiana Selite Agrela, 14330","Anhanguera","Praia Grande","SP","13-99792 2709","","-24.0211044","-46.4830648","","19/03/2026","Importação PDF"
"Comunidade Cristã Paz e Vida","Comunidade Cristã Paz e Vida","Pr. JuanRibe Pagliarim","Av. Cruzeiro do Sul, 1965","Santana","Santana","SP","11 950037373","","-23.5136798","-46.6255641","","19/03/2026","Importação PDF"
"Igreja Reinar Church","Reinar Church","Bispo Jacques","Rua Abilio Pedro Ramos, 372","Jacana","Guarulhos","SP","11 94756-8170","","-23.4641","-46.5744","Publico estimado em 80 pessoas","19/03/2026","Importação PDF"
"Igreja Makarios Church","","Pastor Oliveira","Rua Treze de Maio, 569","Vila Galvão","Guarulhos","SP","11 9911-7373","","-23.4536675","-46.5669017","Publico estimado de 250 pessoas","19/03/2026","Importação PDF"
"Igreja Agape Resgatando Vidas","","Pastor Adenilson","Rua Alcyba Yanssen, 88","Parque Dantas Marmirolli","Sumare","SP","","","-23.47352","-46.50508","","19/03/2026","Importação PDF"
"Igreja Assembléia de Deus Aliança Renovada com Deus","Assembléia de Deus","Pr. Alexandre Silva","Rua Filomena Dantas número 301","","Guarulhos","SP","","","-23.46559","-46.53323","40 membros","19/03/2026","Importação PDF"
"Igreja Assembleia de Deus Ministerio Parque São Rafael","Assembleia de Deus","Pastor Marcos Lisboa","Rua Alice Bomfin da Silva, 21","Jardim Nova America","Hortolandia","SP","","","-23.4682","-46.495","80 membros","19/03/2026","Importação PDF"
"Igreja Pentecostal Divina Unção de Deus","Pentecostal","Bispo Santiago","Rua Raimundo Alves Marques, 179","Jardim Leonor Franco","Mogi Guaçu","SP","","","-23.45308","-46.55913","","19/03/2026","Importação PDF"
"Assembleia de Deus da Missão no Brasil","Assembleia de Deus da Missão no Brasil","","R. Maxímiano Rita, 626","Jardim Calegari","Sumaré","SP","","","-22.8511049","-47.1940478","Em torno de 100 membros, CEP: 13181-792","19/03/2026","Importação PDF"
"Igreja Evangelica Assembleia de Deus Ministério Mão Forte","Assembleia de Deus ministerio Mão Forte","Pastor João Maximino","Rua Rodrigues Vilares 270","Jardim Iporanga","São Paulo","SP","11-94568 8341","","-23.7271039","-46.7040885","","18/03/2026","Importação PDF"
"Comunidade Internacional Encontro de Vasos ","Independente ","Bispa Luzinete ","Av. Maria Amália Lopes de Azevedo , 3271","Tremembe","São Paulo ","SP","","","-23.43575","-46.59146","","17/03/2026","Autocadastro"
"Reinar Church","","Bispo Jacques","Rua ABilio Pedro Ramos , 372","Jacana","Guarulhos","SP","11- 947568170","","-23.4614634","-46.5768264","","17/03/2026","Importação PDF"
"Igreja Redenção Apostólica Profetica","Apostólica Profética","Pastor Paulo Pedro","Rua Celso , 310","Vila Progresso","Guarulhos","SP","11 947151593","","-23.4579629","-46.5364278","","11/03/2026","Importação PDF"
"Igreja Unida","Igreja Unida","Pr. Márcio Antônio Couto","Av. João Veloso da Silva, 96","CUMBICA","Guarulhos","SP","11 98900-0529","","-23.4523772","-46.4826942","","11/03/2026","Importação PDF"
"Igreja Assembleia de Deus New Holpe","Assembleia de Deus","Pasto Irapuan","Rua NicolauFalci, 81","Jardim Adriana","Guarulhos","SP","11 961622521","","-23.4255349","-46.5217048","","02/03/2026","Importação PDF"
"CGMIB - Convenção Geral de Ministros e Igrejas do Brasil","Organização religiosa","","R. Dr. Carlos Aparecido Rabêlo de Freitas, N","Vila Barros","Guarulhos","SP","(11) 94008-2114","","-23.4413313","-46.5037912","5,0(1)","02/03/2026","Importação PDF"
"Ministério Queslon Church","Igreja","","R. Líbano, 453","Vila Barros","Guarulhos","SP","(11) 96414-2084","","-23.4494415","-46.5126541","4,8(24)","02/03/2026","Importação PDF"
"Igreja em Guarulhos","Igreja","","R. Hungria, 6","Vila Barros","Guarulhos","SP","","","-23.4480608","-46.5136451","3,5(2)","02/03/2026","Importação PDF"
"ASY Gospel Church ""Igreja Atalaias do Senhor Yahveh""","Igreja evangélica","","R. Eugênio Diamante, 471","Vila Barros","Guarulhos","SP","(11) 96759-6542","","-23.445427","-46.5039102","4,5(17)","02/03/2026","Importação PDF"
"Assembléia de Deus Ministério Defesa da Fé","Igreja gospel","","R. Dóris Guimarães, 58","Vila Barros","Guarulhos","SP","","","-23.4464694","-46.5014262","5,0(1)","02/03/2026","Importação PDF"
"Ministério Apostólico Shemitah","Igreja","","R. Guilherme Lino dos Santos, 496","Vila Barros","Guarulhos","SP","","","-23.4523156","-46.5030725","5,0(6)","02/03/2026","Importação PDF"
"Assembléia da Igreja Pentecostal Monte Horebe","Igreja Pentecostal","","R. Inglaterra, 342","Vila Barros","Guarulhos","SP","","","-23.4495206","-46.5109534","5,0(5)","02/03/2026","Importação PDF"
"Igreja A D P SENJUS","Igreja","","R. Bernardo Rodrigues Fernandes, 24","Vila Barros","Guarulhos","SP","","","-23.4464902","-46.5038739","5,0(2)","02/03/2026","Importação PDF"
"Assembléia de Deus Londres","Igreja evangélica","","R. Eugênio Diamante, 63","Vila Barros","Guarulhos","SP","","","-23.4469517","-46.5059739","3,0(1)","02/03/2026","Importação PDF"
"Igreja Evangelica Assembleia de Deus","Igreja","","Rua N, 14","Vila Barros","Guarulhos","SP","","","-23.4497587","-46.5505548","3,7(3)","02/03/2026","Importação PDF"
"Igreja Evangélica Resgate Cristo","Instituição religiosa","","R. Ituiutaba, 54","Vila Barros","Guarulhos","SP","","","-23.4514832","-46.5067904","Nenhum comentário","02/03/2026","Importação PDF"
"Ministério em Cristo Edificado sobre a Rocha","Igreja evangélica","","R. Laranjeiras, 85","Vila Barros","Guarulhos","SP","","","-23.4436674","-46.5039701","5,0(1)","02/03/2026","Importação PDF"
"AD Deus que Sara","Igreja","","R. Iguatama, 180","Vila Barros","Guarulhos","SP","","","-23.4404756","-46.5078559","5,0(67)","02/03/2026","Importação PDF"
"Igreja Pentecostal Deus É Amor","Instituição religiosa","","R. Caravari, 40","Vila Barros","Guarulhos","SP","","","-23.4464902","-46.5038739","Nenhum comentário","02/03/2026","Importação PDF"
"Quartel general de Jeová","Igreja Discípulos de Cristo","","R. Reg. Feijó","Vila Barros","Guarulhos","SP","(11) 2401-8236","","-23.4464902","-46.5038739","5,0(1)","02/03/2026","Importação PDF"
"Comunidade Jesus","Instituição religiosa","","R. São Miguel dos Campos, 641","Vila Barros","Guarulhos","SP","","","-23.4488605","-46.504434","Nenhum comentário","02/03/2026","Importação PDF"
"Assembléia de Deus Ministério Real Família","Igreja Assembleia de Deus","","R. Aurora do Norte, 147","Vila Barros","Guarulhos","SP","","","-23.4460691","-46.50321","2,5(2)","02/03/2026","Importação PDF"
"Igreja Batista Unida","Igreja Batista","","R. Constantino Burato, 527","Vila Barros","Guarulhos","SP","","","-23.4529784","-46.5072254","5,0(3)","02/03/2026","Importação PDF"
"Familia Crista Associacao Sociedade Unidade Ii","Igreja","","R. José Caldeira, 148","Vila Barros","Guarulhos","SP","(11) 2279-0175","","-23.4490019","-46.5031616","4,0(8)","02/03/2026","Importação PDF"
"Igreja Evangelica Pentecostal Divino Jesus","Igreja","","R. Maravilhas, 244","Vila Barros","Guarulhos","SP","","","-23.4483412","-46.5117667","4,8(19)","02/03/2026","Importação PDF"
"Jardim de Oração","Igreja Pentecostal","","R. Aparecida Goiânia, 34","Vila Barros","Guarulhos","SP","","","-23.4468846","-46.4992134","5,0(2)","02/03/2026","Importação PDF"
"Igreja Evangélica Pentecostal Hora de Vencer","Igreja Pentecoastal","Pr. não nomeado","R. Caldas Novas, 134","Vila Barros","Guarulhos","SP","","","-23.4474912","-46.4991808","4,9(22) - Pastor anjo de Deus.","02/03/2026","Importação PDF"
"Igreja Evangélica Maanaim","Igreja evangélica","","R. Laranjeiras, 73","Vila Barros","Guarulhos","SP","","","-23.4436674","-46.5039701","4,4(5)","02/03/2026","Importação PDF"
"Igreja Evangélica Avivamento Bíblico","Igreja gospel","","R. José Lins do Rêgo, 241","Vila Barros","Guarulhos","SP","(11) 98102-0215","","-23.4422387","-46.5109103","5,0(20)","02/03/2026","Importação PDF"
"Igreja Bola De Neve - Vila Florida","Igreja evangélica","","R. José Volpi, 98","Vila Florida","Guarulhos","SP","(11) 3672-6010","","-23.4538877","-46.5095698","4,0(1)","02/03/2026","Importação PDF"
"Igreja Videira Guarulhos","Igreja evangélica","","Av. Papa Pio XII, 866","Macedo/Vila Florida","Guarulhos","SP","(11) 94070-8034","","-23.4591616","-46.5212425","4,9(225)","02/03/2026","Importação PDF"
"Igreja Evangélica Independente Deus é Fiel","Igreja gospel","","R. Cristolandia, 238","Vila Barros","Guarulhos","SP","","","-23.4449735","-46.5007087","4,8(12)","02/03/2026","Importação PDF"
"Congregação Cristã no Brasil - Jardim Eliana","Igreja cristã","","R. Síria, 154","Jardim Eliana","Guarulhos","SP","","","-23.4511666","-46.5103479","4,8(249)","02/03/2026","Importação PDF"
"Igreja Presbiteriana Betel Guarulhos","Igreja Presbiteriana","","R. José Volpi, 151","Vila Florida / Vila Barros","Guarulhos","SP","(11) 2404-4011","","-23.4538877","-46.5095698","4,9(87)","02/03/2026","Importação PDF"
"Assembléia de Deus","Igreja evangélica","","R. Sandovalina, 15","Vila Barros","Guarulhos","SP","","","-23.4449626","-46.5073152","4,4(9)","02/03/2026","Importação PDF"
